"","Mast.Cells","Inflammatory.Macrophages","HOPX.high.Squamous.Cells","Basal.Cells","AZGP1.SCGB3A1.LTF.high.Goblet.Cells","Interferon.Responsive.Secretory.Cells","ITGAX.high.Macrophages","Interferon.Responsive.Cytotoxic.CD8.T.Cells","VEGFA.high.Squamous.Cells","Interferon.Responsive.Ciliated.Cells"
"ENSG00000000938",0.709090909090909,0.649342892196559,-0.394512015836946,0.800908574966298,-0.817874635209406,-0.48747279090868,0.804868841994677,0.596355372776779,0.819977826751209,-0.590909090909091
"ENSG00000001167",0.709090909090909,0.708824683848152,-0.614704768862218,0.877185582105945,-0.560120204719169,-0.669705609939962,0.823478526202647,0.412861411922385,0.915324085675769,-0.672727272727273
"ENSG00000001460",-0.754545454545455,-0.817874635209406,0.84407221993021,-0.657889186579459,0.262711246461203,0.897496633729064,-0.693210736746861,-0.339463827580628,-0.67695843836437,0.754545454545455
"ENSG00000001497",-0.681818181818182,-0.733608763702982,0.56883127864862,-0.867650956213489,0.480811149183711,0.73348709660091,-0.846740631462608,-0.28441563932431,-0.848581704428577,0.9
"ENSG00000002834",0.3,0.490724781125644,-0.0733975843417574,0.619750683009635,-0.817874635209406,-0.195900280458628,0.660643789382914,0.724801145374854,0.610216057117179,-0.372727272727273
"ENSG00000003137",0.605924123279013,0.819739802136153,-0.528748206607068,0.917411486529593,-0.553945381443522,-0.639269406392694,0.778726163629608,0.524150396114833,0.879186007924194,-0.642370687085269
"ENSG00000003402",0.854545454545455,0.649342892196559,-0.633054164947657,0.829512452643665,-0.505595229038542,-0.769933660407167,0.795563999890693,0.339463827580628,0.848581704428577,-0.836363636363636
"ENSG00000004399",0.636363636363636,0.639429260254627,-0.311939733452469,0.77230469728893,-0.83770189909327,-0.464693688529769,0.80952126304667,0.623879466904938,0.77230469728893,-0.690909090909091
"ENSG00000004468",-0.681818181818182,-0.619601996370762,0.412861411922385,-0.791373949073842,0.768306475499745,0.5330309956665,-0.846740631462608,-0.486258996264143,-0.791373949073842,0.645454545454545
"ENSG00000004660",0.745454545454545,0.644386076225593,-0.394512015836946,0.696027690149282,-0.679083788022355,-0.51025189328759,0.786259157786708,0.412861411922385,0.686493064256826,-0.590909090909091
"ENSG00000004777",-0.563636363636364,-0.817874635209406,0.587180674734059,-0.839047078536121,0.540292940835305,0.678817250891526,-0.772301894630731,-0.449560204093264,-0.858116330321033,0.818181818181818
"ENSG00000004838",-0.7,-0.817874635209406,0.743150541460293,-0.667423812471915,0.257754430490237,0.833715147068116,-0.786259157786708,-0.28441563932431,-0.686493064256826,0.845454545454546
"ENSG00000005001",0.509090909090909,0.579947468603033,-0.211018054982552,0.810443200858753,-0.83770189909327,-0.318907433304744,0.776954315682723,0.513783090392302,0.791373949073842,-0.445454545454545
