Geneid	ICU_06	ICU_25	ICU_26	ICU_27	NON_07	NON_19	NON_20	NON_22	NON_23	NON_26	NON_28
ENSG00000085832	3951	2723	1193	2782	2335	2442	2949	6513	3588	1751	3676
ENSG00000085840	22	138	128	146	46	54	17	52	14	22	28
ENSG00000085871	5974	3575	1230	2810	5280	5168	3817	6120	5124	5052	4501
ENSG00000085872	270	185	510	622	233	213	137	245	131	330	221
ENSG00000085978	1953	1584	722	1648	2187	1568	1293	2632	1763	1409	1373
ENSG00000085982	1582	750	354	1154	1872	2122	1141	2047	1345	960	994
ENSG00000085998	1677	793	336	1151	1718	1256	870	1710	1264	1178	1415
ENSG00000085999	35	58	11	45	41	50	19	43	10	23	10
ENSG00000086015	1368	619	369	1364	1222	1660	831	1875	1464	2096	877
ENSG00000086061	25548	23203	12791	17378	18980	8075	10706	23459	23272	20580	14397
ENSG00000086062	7285	6939	12037	9771	6342	7745	5222	8941	5110	8378	5344
ENSG00000086065	12681	6417	4047	8154	7927	4496	7729	16770	10810	6887	11246
ENSG00000086102	4442	2883	1248	2897	3885	3665	3050	5320	4979	5887	3295
ENSG00000086159	64	37	19	57	77	74	18	42	59	70	47
ENSG00000086189	652	340	178	314	383	209	276	567	236	176	596
ENSG00000086200	3711	1730	837	2586	3012	1847	3158	6274	3599	3824	3857
ENSG00000086205	135	119	91	37	137	289	294	729	637	186	40
ENSG00000086232	3139	1588	1716	3249	3199	4529	2021	3328	3523	6920	2449
ENSG00000086288	64	85	75	108	20	86	4	8	30	9	8
ENSG00000086289	366	683	72	288	575	542	602	849	598	188	904
ENSG00000086300	2398	593	2526	4810	263	371	133	506	290	126	212
ENSG00000086475	3629	2259	715	1658	2618	3590	3295	4675	3014	3154	3250
ENSG00000086504	2493	1840	2040	2323	2408	2774	1876	2438	3450	5496	2013
ENSG00000086506	0	2	2	4	0	2	0	2	0	22	0
ENSG00000086544	2474	3011	7109	4785	2644	1975	1310	2399	2609	4375	1444
ENSG00000086548	13582	19404	13819	12522	11670	4434	5541	9761	12665	6937	6907
ENSG00000086570	2722	1825	473	1072	2616	1293	375	1438	1372	69	1922
ENSG00000086589	4582	3599	2590	3438	2436	2427	2315	4399	3392	2113	2502
ENSG00000086598	18799	12218	4831	13030	13436	9280	11514	19060	11623	7963	14278
ENSG00000086619	2547	939	357	1552	1529	983	1283	2292	1283	633	1653
ENSG00000086666	10100	7601	5514	7899	5818	3974	7122	13982	6997	5004	5729
ENSG00000086696	598	345	189	400	977	445	612	1149	227	26	1317
ENSG00000086712	1273	631	184	555	1357	613	627	1752	956	456	1005
ENSG00000086717	60	11	2	22	23	32	20	44	18	2	24
ENSG00000086730	3628	1355	6440	7384	388	1101	118	236	345	273	99
ENSG00000086758	3872	2943	2265	3672	3623	4156	1779	3989	3930	3051	2521
ENSG00000086827	1014	842	386	558	808	655	609	1126	868	724	653
ENSG00000086848	459	221	42	174	293	312	330	602	295	117	299
ENSG00000086967	0	0	2	0	0	0	0	7	0	2	2
ENSG00000086991	162	32	9	64	137	53	219	218	102	29	30
ENSG00000087008	1169	554	361	1131	669	1261	577	1108	1634	1041	910
ENSG00000087053	2447	2104	591	1806	2466	1613	1979	4425	2814	2843	2233
ENSG00000087074	7886	6350	65618	44992	3434	4036	1142	1984	3265	8972	1978
ENSG00000087076	118	74	151	83	38	59	29	66	59	64	24
ENSG00000087077	2237	2479	1519	2522	2176	3832	1206	2287	3722	3215	2252
ENSG00000087085	30	28	30	50	26	16	8	8	8	12	20
ENSG00000087086	112043	59558	214869	185107	35988	60316	31371	49579	59628	92751	38248
ENSG00000087087	2420	2464	2363	3597	2158	3060	1276	2795	2483	3246	1418
ENSG00000087088	1513	869	1671	2145	1259	1421	581	1086	1380	2654	932
ENSG00000087095	2283	1010	254	1052	1519	953	1827	3290	2019	1223	1425
ENSG00000087111	1723	1156	1160	1739	1575	2616	1474	2606	1788	1620	1586
ENSG00000087116	61	100	1103	161	36	40	12	44	4	4	12
ENSG00000087128	1844	7488	18858	5606	2443	255	331	1479	1022	562	677
ENSG00000087152	1547	1238	2985	3223	1131	1501	642	1222	886	1331	951
ENSG00000087157	3350	1402	3686	6885	1105	1350	679	1158	1030	1007	782
ENSG00000087191	4509	3226	2143	3962	4516	6063	3422	6922	6056	9893	3517
ENSG00000087206	1606	1101	1810	1319	1080	1495	922	1630	1279	1087	1115
ENSG00000087237	13	24	22	14	2	19	0	2	9	6	1
ENSG00000087245	104	62	96	800	277	69	36	26	62	14	31
ENSG00000087250	178	32	60	190	410	1810	630	1423	330	4504	1058
ENSG00000087253	2553	1785	1062	2970	422	497	402	723	450	114	555
ENSG00000087258	2	32	4	26	42	6	9	2	6	6	6
ENSG00000087263	1139	956	298	598	954	804	687	1166	868	896	737
ENSG00000087266	3722	2202	5067	6784	1470	1799	970	1962	1283	852	1394
ENSG00000087269	642	476	452	550	497	646	374	634	565	669	397
ENSG00000087274	3117	2368	3226	4297	2698	4141	1846	3497	3210	4157	2070
ENSG00000087299	482	204	74	184	311	234	256	551	216	89	352
ENSG00000087301	260	156	174	242	215	276	175	315	173	134	243
ENSG00000087302	9294	6238	2585	4900	7387	8901	8199	12170	10974	10027	8802
ENSG00000087303	26	62	42	126	17	6	14	24	28	4	14
ENSG00000087338	2955	1161	400	1721	1655	847	1907	4293	1618	1038	1672
ENSG00000087365	6980	3955	6474	7567	7012	9618	5785	9463	10106	12011	6708
ENSG00000087448	1251	888	151	507	712	721	909	1655	924	393	848
ENSG00000087460	15565	11483	15187	18250	15955	17484	9470	15977	23403	40184	11821
ENSG00000087470	4618	3363	833	2248	2952	2210	3079	7351	3026	1674	3221
ENSG00000087494	197	411	122	1188	2102	45	34	66	30	199	50
ENSG00000087495	137	324	58	210	364	71	635	1670	68	191	200
ENSG00000087502	3009	1487	1045	1930	1856	1074	1607	2527	1307	1072	2004
ENSG00000087510	1634	2137	842	936	1288	1009	797	1552	1054	818	992
ENSG00000087586	366	658	256	380	330	364	231	526	218	216	138
ENSG00000087589	302	90	925	5347	27	128	8	38	15	41	5
ENSG00000087842	2936	1461	221	1159	2878	1787	1697	3755	6791	2819	2427
ENSG00000087884	146	69	83	129	204	283	143	223	279	467	181
ENSG00000087903	2888	830	844	3534	3815	2962	2928	6777	5436	7856	3007
ENSG00000087995	761	531	212	567	716	552	360	778	752	1319	497
ENSG00000088002	742	985	1539	825	1083	505	495	1167	398	1524	316
ENSG00000088035	2398	1130	242	1040	1442	1000	1419	2568	1600	506	1602
ENSG00000088038	662	361	1100	1351	688	579	262	640	490	1153	360
ENSG00000088053	36	15	85	137	90	23	62	217	87	230	93
ENSG00000088179	1712	755	160	666	1055	1228	1539	3652	1483	554	1725
ENSG00000088205	3178	1968	1230	2464	2240	1873	2050	3786	2240	1521	3050
ENSG00000088247	1121	933	1405	2392	1271	1308	532	1129	1062	2964	737
ENSG00000088256	1991	1593	1080	3181	2672	2490	2215	4024	2864	5940	2901
ENSG00000088280	1139	592	214	726	734	1390	894	1620	1319	790	982
ENSG00000088298	1463	660	890	1161	821	972	559	975	961	997	569
ENSG00000088305	190	84	16	96	86	186	128	186	104	28	104
ENSG00000088320	75	19	14	87	30	75	194	440	425	680	289
ENSG00000088325	412	948	314	458	308	400	124	394	220	222	118
ENSG00000088340	786	868	207	850	547	1520	805	1991	1409	994	854
ENSG00000088356	986	708	488	542	591	767	345	826	1154	1616	587
ENSG00000088367	1746	1446	860	1651	1299	3728	1564	2830	2238	3848	1475
ENSG00000088386	106	538	101	60	109	130	62	124	78	40	44
ENSG00000088387	3138	2980	2353	2321	2080	1420	1586	3226	1701	784	2331
ENSG00000088448	11230	5356	4724	5764	8130	6393	7102	14808	9059	2421	8833
ENSG00000088451	1408	736	140	507	825	439	826	1407	839	426	969
ENSG00000088538	145	58	62	74	107	241	103	372	137	100	88
ENSG00000088543	205	46	35	136	170	204	198	278	176	168	248
ENSG00000088682	1741	858	470	1151	1935	2003	1284	2587	1687	1770	1661
ENSG00000088726	1720	2588	5684	3248	1389	784	489	1753	2816	998	1547
ENSG00000088727	2074	731	152	1573	3816	3164	3123	5137	6144	14323	2994
ENSG00000088756	84	42	0	54	78	12	70	117	38	14	56
ENSG00000088766	203	107	7	91	95	74	101	163	103	87	197
ENSG00000088782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000088808	1356	1150	880	1263	1220	2105	1024	2069	1510	1198	1223
ENSG00000088812	3262	2065	1506	1790	2177	4442	2868	4430	2072	1107	3209
ENSG00000088826	244	584	1081	864	120	254	58	105	53	275	49
ENSG00000088827	150	88	126	129	22	130	30	215	255	58	284
ENSG00000088832	6713	4608	4047	7704	4910	5878	2146	4190	5053	11593	2821
ENSG00000088833	4164	2565	3048	4106	2954	4376	2087	4490	4217	6429	2736
ENSG00000088836	2117	3080	1451	3481	2617	3479	1673	4125	4066	3248	1340
ENSG00000088854	1739	1056	388	831	1186	1723	1589	3672	1898	856	1680
ENSG00000088876	339	268	82	128	338	264	254	390	348	197	297
ENSG00000088881	293	269	38	382	451	596	251	545	582	1178	290
ENSG00000088882	38	40	48	67	122	79	38	112	26	30	110
ENSG00000088888	1562	1404	1722	2063	2427	2893	1227	2285	2566	5118	1146
ENSG00000088899	1498	712	300	1342	1518	1666	1338	2348	1098	979	1193
ENSG00000088926	1	14	3	0	0	10	2	6	6	3	5
ENSG00000088930	5227	3013	2682	6033	2866	2879	3022	5251	3436	2131	3721
ENSG00000088970	1269	331	241	851	987	1336	1618	2201	1785	1066	1660
ENSG00000088986	31219	16397	4103	19022	34841	23665	23090	44053	44351	95348	22067
ENSG00000088992	90	146	92	408	58	42	26	18	29	150	16
ENSG00000089006	4495	4854	1236	2595	3022	3186	3096	5466	3755	2286	3650
ENSG00000089009	35889	24856	15336	22816	34694	30810	15969	29626	29677	61034	34344
ENSG00000089012	24	1	16	20	4	8	16	6	50	29	4
ENSG00000089022	1953	1261	615	1038	1335	1570	1430	2910	1500	1207	1779
ENSG00000089041	14	23	38	135	2	14	9	39	33	17	14
ENSG00000089048	1088	829	268	514	578	374	636	1357	626	254	966
ENSG00000089050	3460	1250	428	896	2276	2018	2114	3586	1605	962	2669
ENSG00000089053	7255	3333	1869	4420	4968	9915	4894	9802	7792	7070	6462
ENSG00000089057	1966	997	638	876	854	2873	1769	3375	1864	480	2269
ENSG00000089060	1130	1157	1386	1604	953	1766	603	1085	905	599	716
ENSG00000089063	5465	2198	1266	3585	5281	3411	4292	6915	4900	4835	4873
ENSG00000089091	877	342	66	675	1481	1245	1289	2637	1807	1228	1277
ENSG00000089094	1657	1290	455	882	1051	1322	1653	3402	1820	833	1414
ENSG00000089101	688	144	19	621	1241	449	780	1505	1867	1396	1236
ENSG00000089116	0	0	0	0	0	0	0	0	0	0	0
ENSG00000089123	972	539	88	572	575	784	1091	2306	825	554	1058
ENSG00000089127	6105	11449	10098	3236	1491	2612	1255	6693	5300	1994	9819
ENSG00000089154	3097	2441	1274	3050	2485	3063	1757	3842	2887	2658	1939
ENSG00000089157	75117	49411	39808	51196	62128	99845	37434	69978	56231	118954	86439
ENSG00000089159	3532	2392	4516	8151	2383	3750	1968	3711	3391	3988	1919
ENSG00000089163	86	38	36	36	62	29	32	54	30	26	30
ENSG00000089169	216	19	414	16	2	18	0	6	10	2	0
ENSG00000089177	858	516	128	516	586	404	469	1084	457	214	494
ENSG00000089195	1840	1792	937	1279	913	954	1064	1952	1265	1021	1219
ENSG00000089199	8	10	8	2	6	2	0	23	10	0	28
ENSG00000089220	9800	5430	2548	6258	8004	18019	11199	17630	15682	21575	11201
ENSG00000089225	0	2	0	0	8	0	0	2	0	0	4
ENSG00000089234	1503	1408	944	1225	1248	1488	1318	1987	1756	1302	1272
ENSG00000089248	4824	2492	1448	5115	5634	5173	2642	4689	6826	11480	3590
ENSG00000089250	2	16	0	6	8	0	0	1	8	0	0
ENSG00000089280	4921	5455	8659	9526	3046	5557	2481	5665	4259	6084	3602
ENSG00000089289	3280	1803	1316	2178	3230	2623	1799	3043	3582	3754	2457
ENSG00000089327	737	1045	3332	2210	462	420	114	251	423	580	141
ENSG00000089335	3708	1705	260	1395	3138	1253	3050	5161	3176	998	4287
ENSG00000089351	2827	697	3835	10954	693	599	179	329	550	944	596
ENSG00000089356	545	228	116	262	332	619	428	800	503	312	519
ENSG00000089472	104	50	8	22	28	50	72	112	28	14	42
ENSG00000089486	315	224	677	594	230	294	84	244	154	332	264
ENSG00000089505	33	13	57	142	3	11	4	4	3	6	9
ENSG00000089558	13	1	140	63	5	3	2	8	2	8	0
ENSG00000089597	7377	4017	2797	6764	6425	7249	3260	6650	6028	5754	4985
ENSG00000089639	1238	699	3537	4635	350	732	173	358	409	383	154
ENSG00000089682	402	282	121	206	298	420	437	757	493	129	310
ENSG00000089685	190	840	290	420	275	330	88	306	164	294	84
ENSG00000089692	243	50	28	46	92	167	94	485	326	48	662
ENSG00000089693	5956	5207	7017	8202	3808	8293	3369	5352	4728	8238	4385
ENSG00000089723	56	89	107	50	54	24	2	44	17	38	13
ENSG00000089737	3269	2037	2086	3405	2958	4511	2840	5616	4036	5302	2805
ENSG00000089775	1074	564	248	719	1163	728	928	1920	1077	513	860
ENSG00000089818	3863	2013	2123	2989	1835	1656	1915	3876	1923	1407	2092
ENSG00000089820	1280	505	1723	3470	348	893	221	783	707	939	476
ENSG00000089847	38	14	8	102	46	34	12	98	104	220	48
ENSG00000089876	4415	3900	3676	2773	3177	4762	4667	7763	3652	1929	5397
ENSG00000089902	3360	2694	2442	2765	1976	1369	1590	3134	1741	1114	1516
ENSG00000089916	2488	1185	1216	1915	1545	1073	1269	2363	1440	566	1425
ENSG00000090006	887	538	528	1251	730	1517	448	825	548	638	961
ENSG00000090013	4451	2330	3433	5172	3490	4565	2919	6176	4995	5344	5041
ENSG00000090020	826	1096	1816	1733	718	1315	354	832	708	1965	416
ENSG00000090054	6443	5108	1947	4535	3602	2922	4277	8289	4185	1714	4201
ENSG00000090060	20638	10256	5466	13511	13585	8291	11160	22651	14041	9498	13277
ENSG00000090061	55	22	284	187	40	24	33	59	13	22	29
ENSG00000090097	359	168	117	351	373	682	202	352	356	329	373
ENSG00000090104	1193	1566	1546	1006	244	184	294	4604	630	306	2730
ENSG00000090238	3893	2218	7215	6901	2078	2963	1127	2002	2949	5089	804
ENSG00000090263	4632	2319	692	1992	4676	3868	3512	6570	4886	5930	3488
ENSG00000090266	5732	3435	778	3084	5589	5203	4727	7039	7649	11947	5193
ENSG00000090273	8728	4827	1943	6607	13921	12880	10549	18829	22264	43749	10878
ENSG00000090316	3691	2798	3865	6897	1800	2480	1410	3084	1902	3274	1482
ENSG00000090339	2527	1208	13490	15162	528	1141	69	142	292	294	127
ENSG00000090372	1160	892	2437	2560	1325	1984	641	1373	918	2856	1061
ENSG00000090376	12326	9067	12155	17233	4399	7700	4212	6320	3273	1482	1890
ENSG00000090382	4214	1642	5781	5165	1516	1272	1568	3079	1486	1366	4212
ENSG00000090402	1	28	6	0	14	0	1	4	32	0	3
ENSG00000090432	840	718	999	1287	768	996	582	926	920	1254	706
ENSG00000090447	156	128	60	128	168	160	96	190	126	74	130
ENSG00000090470	848	379	220	499	881	436	432	914	602	508	756
ENSG00000090487	3997	2291	2760	3287	3293	4191	2210	5036	3111	3546	3031
ENSG00000090512	0	2	0	2	0	2	0	8	0	0	0
ENSG00000090520	2939	2196	1315	2485	2039	1876	1683	3001	2372	1681	1880
ENSG00000090530	129	602	370	344	598	110	190	512	80	90	126
ENSG00000090534	0	12	0	0	0	0	0	0	0	2	0
ENSG00000090539	24	20	22	18	0	16	8	10	6	0	0
ENSG00000090554	8	4	2	3	3	1	0	4	4	10	2
ENSG00000090565	887	427	160	746	1181	1135	715	1627	962	1163	1020
ENSG00000090581	1412	623	1807	1779	1084	1318	968	1476	1534	1423	1377
ENSG00000090612	1732	711	182	772	1625	1307	1008	2193	1576	961	1851
ENSG00000090615	3568	3109	1354	2618	2677	3592	2015	4102	3249	4613	1719
ENSG00000090621	6827	4992	1906	4068	4736	5455	3436	6235	3791	5103	3963
ENSG00000090659	30	16	75	6	23	52	16	22	132	48	14
ENSG00000090661	1316	368	762	1242	1085	893	938	1560	2869	1559	1924
ENSG00000090674	1244	587	4252	3416	258	437	173	270	223	177	169
ENSG00000090686	4123	2629	986	1986	3215	2533	2412	4452	2868	1374	2578
ENSG00000090776	1132	1374	590	1196	934	520	222	766	574	194	856
ENSG00000090857	1757	1303	710	984	1733	3809	1574	3623	1152	637	2247
ENSG00000090861	2492	1027	668	1628	2486	2601	1538	3436	3041	3095	2538
ENSG00000090863	2758	1723	2178	3583	2794	4330	2037	4119	3131	3482	2429
ENSG00000090889	277	318	92	296	247	266	115	310	124	232	111
ENSG00000090905	3907	2817	712	1816	3022	3549	3601	7440	4340	1600	3610
ENSG00000090924	542	560	1471	1966	294	268	64	94	116	214	98
ENSG00000090932	2	0	0	4	4	0	0	6	0	0	0
ENSG00000090971	1187	288	154	1642	2440	985	1065	2511	3449	6064	2061
ENSG00000090975	64	118	114	127	68	72	22	52	26	71	32
ENSG00000090989	5783	3840	1285	3223	3159	4146	5096	9635	6139	1601	5009
ENSG00000091009	2187	1660	468	1251	1213	859	1600	2942	1630	779	1576
ENSG00000091010	8	10	2	8	2	12	2	12	8	2	6
ENSG00000091039	7125	3496	5355	7586	2432	1764	3145	5796	1950	1019	3330
ENSG00000091073	4783	3397	2769	4957	4368	6308	3079	8206	6534	5239	2721
ENSG00000091106	1217	849	1134	2298	188	151	46	84	59	46	50
ENSG00000091127	620	428	116	277	323	509	365	746	390	259	591
ENSG00000091128	267	34	0	40	128	36	24	24	26	18	26
ENSG00000091129	392	478	32	280	340	66	92	281	166	16	367
ENSG00000091136	4688	1184	184	1246	3017	614	1032	1896	839	76	1999
ENSG00000091137	3480	990	1530	2859	702	3221	283	58	97	70	18
ENSG00000091138	4	10	0	0	0	0	0	4	6	4	3
ENSG00000091140	7084	4418	1646	3655	4478	4230	4881	9099	5631	3242	5739
ENSG00000091157	1563	601	174	647	945	868	1194	2433	1148	514	1050
ENSG00000091164	7609	6732	2800	4030	4590	3871	4842	8137	6125	4411	4554
ENSG00000091181	1717	325	44	1201	2786	3207	2640	5823	3591	3014	1925
ENSG00000091262	660	129	63	931	761	594	832	1840	1692	759	822
ENSG00000091317	12557	6348	9563	19796	7521	4622	6435	11040	5501	2734	6967
ENSG00000091409	6580	11080	1454	6793	2846	1542	2293	4435	2103	603	2087
ENSG00000091428	24	45	12	30	59	26	36	162	29	24	34
ENSG00000091436	1092	667	776	1858	489	418	459	1040	378	410	762
ENSG00000091482	22	38	19	2	16	32	2	16	27	0	0
ENSG00000091483	2807	2268	996	1452	2441	2818	2202	4039	2683	2647	2356
ENSG00000091490	8658	3736	1760	5303	5975	5941	3860	5856	4907	5741	3462
ENSG00000091513	94	245	252	301	110	378	615	625	752	751	233
ENSG00000091527	6788	6431	4941	5382	4474	4340	4150	6620	5678	4978	4782
ENSG00000091536	76	18	8	90	88	163	103	229	164	73	116
ENSG00000091542	3622	2266	1199	3040	4138	5082	3868	5902	4818	7584	3915
ENSG00000091583	0	0	0	1	2	0	2	0	0	0	0
ENSG00000091592	793	335	2641	3555	422	1016	401	849	387	173	550
ENSG00000091622	846	424	343	589	671	687	595	1126	744	458	744
ENSG00000091640	2920	1803	1416	2882	2767	3066	3140	4993	4596	4930	4635
ENSG00000091651	119	299	78	156	136	110	75	244	107	114	54
ENSG00000091656	628	123	8	119	738	273	355	566	297	40	678
ENSG00000091664	0	0	0	0	0	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	4	0	0	0	0	0	4
ENSG00000091732	593	396	170	427	551	779	455	886	618	649	550
ENSG00000091831	191	144	30	74	41	66	185	186	93	34	54
ENSG00000091844	1154	338	58	228	512	332	264	1319	525	205	727
ENSG00000091879	64	90	32	44	16	60	34	66	31	19	18
ENSG00000091947	1382	733	414	1036	1265	1408	851	1513	1521	1359	1317
ENSG00000091972	118	48	0	46	54	60	180	348	366	60	160
ENSG00000091986	9537	2414	724	3083	1475	5778	11085	8668	14117	3548	3369
ENSG00000092009	0	0	0	0	0	2	0	0	2	0	0
ENSG00000092010	9499	4248	3475	8985	5846	10191	4977	8909	11080	10875	7202
ENSG00000092020	2159	1611	1002	1513	1198	1248	1441	2508	1695	1199	1169
ENSG00000092036	474	275	408	597	286	237	154	292	240	213	278
ENSG00000092051	6	0	0	5	9	10	5	15	12	10	8
ENSG00000092054	6	0	0	1	0	55	2	48	44	0	10
ENSG00000092067	16	68	82	42	6	6	0	2	12	6	4
ENSG00000092068	819	478	352	888	935	1027	470	999	486	1362	510
ENSG00000092094	1652	778	564	1183	1398	1732	1071	2195	2125	1625	1462
ENSG00000092096	281	91	26	161	324	320	129	316	171	233	275
ENSG00000092098	8	6	9	29	12	54	5	11	19	3	18
ENSG00000092108	3687	3217	871	2713	2299	3335	2649	4825	3279	2766	3015
ENSG00000092140	1337	759	164	610	624	478	615	1720	664	348	809
ENSG00000092148	13804	8973	6262	7710	10470	8209	10399	20026	11298	5512	12040
ENSG00000092199	31501	15755	23181	29787	23090	13395	12511	22948	19900	15255	17245
ENSG00000092200	35	27	16	53	30	127	45	73	61	6	62
ENSG00000092201	3809	2568	1762	2829	2804	3016	2251	4416	3300	1552	3478
ENSG00000092203	2884	1759	2953	3713	1827	2197	1533	2591	2190	2508	1873
ENSG00000092208	707	479	106	258	493	488	651	1179	676	377	863
ENSG00000092295	964	1887	1237	1459	788	363	187	502	315	331	451
ENSG00000092330	2189	1423	2649	3166	1426	1880	1185	1816	1664	1856	1655
ENSG00000092345	8	10	18	0	7	0	0	1	0	0	2
ENSG00000092377	68	54	57	31	0	0	26	0	66	104	55
ENSG00000092421	671	380	120	180	547	208	84	289	161	49	233
ENSG00000092439	2635	1321	1484	1788	1609	1115	1594	2777	1421	428	2329
ENSG00000092445	172	293	173	137	183	161	64	127	118	228	86
ENSG00000092470	190	148	96	168	71	86	68	213	126	60	140
ENSG00000092529	44	19	3	53	48	66	49	66	41	26	35
ENSG00000092531	1260	667	579	1375	696	498	748	1455	1012	802	591
ENSG00000092607	2	12	0	4	10	24	8	18	4	0	4
ENSG00000092621	668	328	140	477	1282	1954	661	1765	1060	3518	1231
ENSG00000092758	115	43	62	148	65	104	105	196	113	146	133
ENSG00000092820	53382	38980	20139	41381	48142	55921	63962	117777	93385	94321	61641
ENSG00000092841	60338	59033	32422	47704	48882	45442	32045	57909	66447	90214	37683
ENSG00000092847	2302	1319	1005	1380	1618	2241	1809	3053	2391	1332	1740
ENSG00000092850	1339	413	91	3728	3578	2790	2355	6231	5763	10814	3650
ENSG00000092853	88	184	111	142	58	34	9	45	22	12	12
ENSG00000092871	510	248	979	1068	458	237	191	300	237	240	251
ENSG00000092929	1659	827	2660	4011	288	550	112	163	344	174	92
ENSG00000092931	1389	1362	937	882	1002	1065	976	1810	940	668	1191
ENSG00000092964	814	226	92	372	422	334	176	620	590	410	424
ENSG00000092969	423	329	98	261	469	40	97	137	176	62	555
ENSG00000092978	1997	1085	177	723	1313	1938	2518	4373	2131	662	2433
ENSG00000093000	12757	14506	2769	5492	7103	6452	11792	22407	10865	5239	9097
ENSG00000093009	64	156	86	220	139	82	26	96	21	109	14
ENSG00000093010	1837	1378	1240	1878	1914	2036	1173	1714	1608	4253	1477
ENSG00000093072	1265	207	404	713	823	1381	47	412	650	1684	424
ENSG00000093100	0	0	0	4	0	0	0	0	0	0	2
ENSG00000093134	4794	1545	3944	9079	3189	3663	1188	4531	4878	3150	3974
ENSG00000093144	8305	5163	2080	14560	3885	3567	5078	8867	6025	2874	4665
ENSG00000093167	1803	2740	1925	2102	1252	2764	1585	2620	1846	1574	1489
ENSG00000093183	1453	968	314	950	1249	1142	1522	2910	1334	1198	1481
ENSG00000093217	123	77	37	26	73	88	63	123	95	120	59
ENSG00000094631	1119	636	448	1420	1236	1488	745	1578	1272	1683	852
ENSG00000094661	4	18	0	0	4	0	0	0	0	0	0
ENSG00000094755	19779	7403	2370	10156	32319	19284	9759	21156	26396	6573	21548
ENSG00000094796	12	7	6	13	16	24	6	24	9	2	10
ENSG00000094804	318	598	252	588	189	86	58	193	72	241	44
ENSG00000094841	1591	724	311	672	916	957	1170	1967	935	892	1006
ENSG00000094880	1955	1106	367	910	1252	977	980	1908	1174	647	1412
ENSG00000094914	1301	622	276	1245	1516	1658	833	2019	1773	2168	1365
ENSG00000094916	3540	1865	828	2056	3352	4044	3188	5381	3930	3149	3111
ENSG00000094963	9517	4352	1174	1107	7359	2365	1446	3322	2608	826	7196
ENSG00000094975	4460	2525	1036	2931	2172	2019	3002	5694	2626	1936	3398
ENSG00000095002	1747	820	254	670	1028	901	1452	2547	1541	526	2053
ENSG00000095015	3914	3884	1231	2430	1655	1184	1585	3419	1835	618	2240
ENSG00000095059	109	27	35	113	78	182	73	181	105	157	89
ENSG00000095066	1550	1186	708	1854	1877	1280	759	1921	1424	3596	1158
ENSG00000095110	1	0	0	0	0	0	0	0	0	0	0
ENSG00000095139	5444	3801	3744	4619	3714	4791	2907	5634	3877	5628	3369
ENSG00000095203	5195	2766	412	4062	5728	5899	7546	17689	9106	7772	7739
ENSG00000095209	786	350	579	441	228	347	440	888	250	143	364
ENSG00000095261	2111	1585	839	1305	1282	1316	1152	1821	1274	919	1246
ENSG00000095303	172	230	222	481	78	150	50	67	128	44	26
ENSG00000095319	957	745	733	1165	855	1390	570	1160	846	1011	721
ENSG00000095321	688	576	557	625	637	901	284	459	420	1829	271
ENSG00000095370	358	90	828	1403	82	141	22	27	100	46	18
ENSG00000095380	3114	1745	1612	2865	2446	3695	2553	4130	3859	6280	2418
ENSG00000095383	3723	1938	8633	3354	1896	1293	620	1441	994	1232	1083
ENSG00000095397	637	209	362	1149	899	1582	487	1804	1151	2509	671
ENSG00000095464	44	25	2	2	33	33	21	37	29	6	37
ENSG00000095485	1366	1030	556	1420	1012	1189	1080	2056	1475	916	1963
ENSG00000095539	99	58	40	56	92	181	67	134	79	65	73
ENSG00000095564	4138	2453	1305	1845	2675	2543	3565	7233	3150	582	4984
ENSG00000095574	2068	1132	380	1170	853	611	1255	2637	1106	516	1537
ENSG00000095585	726	1199	778	351	569	635	467	940	984	386	934
ENSG00000095587	46	89	13	50	62	24	8	32	16	36	6
ENSG00000095596	49	52	6	45	15	115	46	217	56	10	122
ENSG00000095627	99	25	24	644	57	97	129	95	74	13	96
ENSG00000095637	290	380	94	182	190	60	158	296	95	64	87
ENSG00000095713	7	12	8	0	8	17	16	20	8	20	14
ENSG00000095739	1956	1307	1506	590	1427	855	781	1052	1263	685	723
ENSG00000095752	30	48	53	1702	59	8	8	28	16	22	12
ENSG00000095777	14	6	0	42	0	3	0	8	86	250	10
ENSG00000095787	10599	8469	6805	9284	5314	5538	5246	9655	6656	3756	6195
ENSG00000095794	8985	4675	16010	18339	1721	1542	1674	4056	1779	1749	1581
