ID,SYMBOL,ICUvsNON_LFC,ICUvsNON_FDR
ENSG00000130962,PRRG1,1.228160397,0.030770475
ENSG00000008226,DLEC1,-1.671132279,0.030771946
ENSG00000257660,RP11-579D7.4,-3.26779104,0.030771946
ENSG00000253210,RP11-809O17.1,1.365573713,0.030823601
ENSG00000167880,EVPL,1.696316506,0.030833625
ENSG00000077157,PPP1R12B,-0.973934681,0.030853144
ENSG00000069535,MAOB,-1.736954481,0.030869778
ENSG00000138614,VWA9,-0.621870563,0.030890012
ENSG00000148288,GBGT1,1.585226816,0.030890012
ENSG00000111554,MDM1,-1.142011879,0.030947707
ENSG00000001167,NFYA,0.766896666,0.030954388
ENSG00000005981,ASB4,-2.565109064,0.030961201
ENSG00000141577,CEP131,-1.1782469,0.030961201
ENSG00000174804,FZD4,-1.314338311,0.030961201
ENSG00000101782,RIOK3,0.941505159,0.031002553
ENSG00000146826,C7orf43,0.844737181,0.031002553
ENSG00000164463,CREBRF,1.174579917,0.031002553
ENSG00000213763,ACTBP2,3.618914585,0.031002553
ENSG00000253719,ATXN7L3B,-0.820687087,0.031002553
ENSG00000267348,CTB-179K24.3,-1.829056348,0.031002553
ENSG00000114021,NIT2,-0.917451656,0.031017359
ENSG00000233013,FAM157B,4.32644533,0.031027279
ENSG00000284748,NA,-3.347044299,0.031243366
ENSG00000263011,RP11-473M20.11,-2.294249921,0.031250339
ENSG00000143933,CALM2,-0.916244138,0.031260845
ENSG00000150991,UBC,0.9005628,0.031260845
ENSG00000159166,LAD1,1.748408044,0.031308101
ENSG00000186185,KIF18B,2.197409225,0.031308101
ENSG00000134489,HRH4,3.036640706,0.031309845
ENSG00000075790,BCAP29,1.308292976,0.031315703
ENSG00000205730,ITPRIPL2,0.968520384,0.031325548
ENSG00000078967,UBE2D4,-1.015770313,0.031326014
ENSG00000255234,RP11-727A23.10,-2.644063913,0.031326064
ENSG00000198563,DDX39B,1.299474621,0.031393532
ENSG00000236675,MTX1P1,2.016220542,0.03139708
ENSG00000104714,ERICH1,1.138285226,0.031440784
ENSG00000235703,LINC00894,-1.843283173,0.031504828
ENSG00000150556,LYPD6B,-0.897385627,0.031507949
ENSG00000259238,RP11-361D15.2,3.655514386,0.031507949
ENSG00000164237,CMBL,-1.989675186,0.031512486
ENSG00000241935,HOGA1,-1.789307089,0.03152124
ENSG00000255026,RP11-326C3.2,3.966748201,0.031523176
ENSG00000106772,PRUNE2,-1.088714629,0.031529353
ENSG00000204618,RNF39,1.641553736,0.031529353
ENSG00000235527,HIPK1-AS1,-1.321624096,0.031529353
ENSG00000232412,RP1-315G1.3,-1.919732394,0.031545893
ENSG00000101986,ABCD1,1.378577916,0.031571259
ENSG00000182400,TRAPPC6B,1.403354069,0.031574732
ENSG00000286722,NA,3.139391809,0.031578464
ENSG00000108509,CAMTA2,1.471865209,0.03159711
ENSG00000176788,BASP1,1.143600704,0.031654757
ENSG00000286863,NA,-4.490734286,0.031654757
ENSG00000125107,CNOT1,1.097087656,0.031656111
ENSG00000105929,ATP6V0A4,-0.965560095,0.031679521
ENSG00000070061,IKBKAP,-1.048224406,0.03167954
ENSG00000121749,TBC1D15,1.118217214,0.031679812
ENSG00000126016,AMOT,-0.917607264,0.031679812
ENSG00000177990,DPY19L2,-2.326929257,0.031679812
ENSG00000179403,VWA1,1.059794586,0.031679812
ENSG00000185432,METTL7A,-1.363646358,0.031679812
ENSG00000072364,AFF4,0.831791796,0.031702589
ENSG00000204385,SLC44A4,-0.854125081,0.031702589
ENSG00000213066,FGFR1OP,-1.052582276,0.031702589
ENSG00000272795,RP11-602N24.3,-1.875847517,0.031702589
ENSG00000006757,PNPLA4,-1.193845198,0.0317314
ENSG00000059588,TARBP1,-1.412208164,0.0317314
ENSG00000146729,GBAS,-1.074001107,0.0317314
ENSG00000173141,MRPL57,-0.806040328,0.031780077
ENSG00000284773,NA,-4.059001883,0.031844448
ENSG00000283486,RP11-392E22.9,-1.682594775,0.031853552
ENSG00000182809,CRIP2,-1.197149541,0.031866387
ENSG00000273076,RP3-508I15.22,1.532213819,0.031883168
ENSG00000169026,MFSD7,1.204143143,0.031887162
ENSG00000164744,SUN3,-3.364948183,0.031949793
ENSG00000196739,COL27A1,1.92038069,0.031949793
ENSG00000165527,ARF6,0.798689041,0.031959785
ENSG00000148399,DPH7,-0.721520018,0.03197221
ENSG00000253704,RP11-267M23.4,-2.253888822,0.031989277
ENSG00000226026,RP11-57H12.3,-2.144619325,0.031991858
ENSG00000090975,PITPNM2,1.689273613,0.032047337
ENSG00000272374,RP3-329A5.8,-2.184917642,0.032056337
ENSG00000117791,2-Mar,-1.289584517,0.03205798
ENSG00000164347,GFM2,-0.869597761,0.03205798
ENSG00000269952,RP11-324I22.3,1.877060368,0.03205798
ENSG00000173914,RBM4B,-0.969925844,0.032100336
ENSG00000127528,KLF2,1.667070803,0.032147297
ENSG00000285943,NA,-1.789173531,0.032147297
ENSG00000160172,FAM86C2P,-1.498191545,0.032166043
ENSG00000225783,MIAT,1.740866407,0.032276304
ENSG00000091262,ABCC6,-1.448107112,0.032283564
ENSG00000162571,TTLL10,-1.597179062,0.032291634
ENSG00000274487,CH17-431G21.1,1.286837515,0.032291634
ENSG00000114383,TUSC2,-0.794595459,0.032353757
ENSG00000116151,MORN1,-1.166518436,0.032353757
ENSG00000270605,RP5-1092A3.4,-1.487550935,0.032356121
ENSG00000143418,CERS2,1.403400277,0.032371815
ENSG00000148459,PDSS1,1.12400398,0.032386442
ENSG00000073614,KDM5A,0.745883317,0.03242774
ENSG00000188659,SAXO2,-1.555326919,0.03242774
ENSG00000245466,CTD-2540L5.6,-1.432073346,0.03244003
ENSG00000100271,TTLL1,-1.380449483,0.032479393
ENSG00000171241,SHCBP1,1.738566791,0.03248633
ENSG00000116990,MYCL,-1.145696128,0.032487313
ENSG00000162779,AXDND1,-1.658144137,0.032487313
ENSG00000182793,GSTA5,-2.560143269,0.032518939
ENSG00000111961,SASH1,1.060499202,0.032531893
ENSG00000229153,EPHA1-AS1,2.644809693,0.032534886
ENSG00000090263,MRPS33,-0.803457823,0.032538938
ENSG00000174326,SLC16A11,-2.124926608,0.032538938
ENSG00000103064,SLC7A6,-0.955615906,0.03254114
ENSG00000168476,REEP4,1.118951821,0.032568968
ENSG00000073584,SMARCE1,-1.054953874,0.032596511
ENSG00000070785,EIF2B3,-0.841297622,0.032664695
ENSG00000143416,SELENBP1,-1.033304671,0.032664695
ENSG00000146038,DCDC2,-1.831735068,0.032664695
ENSG00000183011,NAA38,-0.811717901,0.032664695
ENSG00000196547,MAN2A2,1.821545674,0.032664695
ENSG00000214872,SMTNL1,3.181408482,0.032664695
ENSG00000240498,CDKN2B-AS1,-1.613673037,0.032664695
ENSG00000259354,RP11-519G16.3,2.709049749,0.032664695
ENSG00000287221,NA,-3.386418417,0.032664695
ENSG00000185955,C7orf61,1.799959964,0.032724591
ENSG00000234350,AC007405.4,-1.846780649,0.032724591
ENSG00000266709,RP11-214O1.2,2.604857111,0.032764486
ENSG00000280002,RP11-76C10.6,-4.374531523,0.032779368
ENSG00000280138,RP11-463O12.5,1.586401731,0.032779368
ENSG00000268104,SLC6A14,1.21901343,0.032796276
ENSG00000099337,KCNK6,1.486073934,0.032804547
ENSG00000179148,ALOXE3,3.296433984,0.032804547
ENSG00000276085,CCL3L3,4.784758943,0.032804547
ENSG00000142949,PTPRF,-0.769645186,0.032841501
ENSG00000244607,CCDC13,-1.656492482,0.032841592
ENSG00000205643,CDPF1,-1.075823269,0.032850108
ENSG00000198003,CCDC151,-1.556866975,0.032927763
ENSG00000147119,CHST7,1.19192858,0.032938482
ENSG00000221823,PPP3R1,0.733850934,0.032938482
ENSG00000092036,HAUS4,0.986311742,0.032983134
ENSG00000178445,GLDC,2.106503824,0.032985996
ENSG00000183644,C11orf88,-1.55686584,0.032985996
ENSG00000247708,STX18-AS1,-1.196823515,0.032985996
ENSG00000100077,GRK3,-0.775009472,0.033014092
ENSG00000160613,PCSK7,1.297835414,0.033014092
ENSG00000197780,TAF13,0.885229937,0.03302858
ENSG00000240045,RP11-451G4.2,-2.420831141,0.03302858
ENSG00000257337,RP11-983P16.4,-1.18506973,0.033056317
ENSG00000267128,RP11-449J21.5,-1.561194582,0.033072205
ENSG00000077684,JADE1,-1.017819177,0.033077856
ENSG00000187653,TMSB4XP8,1.384415635,0.033124195
ENSG00000185215,TNFAIP2,2.166111572,0.033129688
ENSG00000128585,MKLN1,0.806624101,0.033135839
ENSG00000103494,RPGRIP1L,-1.271394091,0.033136872
ENSG00000006534,ALDH3B1,-1.328275215,0.03318128
ENSG00000074800,ENO1,1.10726562,0.03318128
ENSG00000171522,PTGER4,1.077360064,0.03318128
ENSG00000184986,TMEM121,-2.496634691,0.033209072
ENSG00000197054,ZNF763,-1.025679724,0.03324154
ENSG00000170703,TTLL6,-2.446283103,0.033278376
ENSG00000156671,SAMD8,0.799045902,0.033318887
ENSG00000185986,SDHAP3,-1.101439491,0.033318887
ENSG00000044574,HSPA5,0.860335751,0.033335272
ENSG00000132155,RAF1,1.858060802,0.033338276
ENSG00000166396,SERPINB7,2.408808213,0.033338276
ENSG00000110841,PPFIBP1,1.09507758,0.033420926
ENSG00000182601,HS3ST4,3.38994752,0.033420926
ENSG00000213977,TAX1BP3,2.17559686,0.033420926
ENSG00000277749,RP11-60L3.6,-1.708647221,0.033438036
ENSG00000267221,ZNF385C,-1.535589691,0.033481345
ENSG00000123104,ITPR2,1.43420082,0.033530742
ENSG00000077549,CAPZB,1.272783193,0.033541012
ENSG00000134013,LOXL2,1.602516657,0.033541012
ENSG00000145623,OSMR,1.643084423,0.033541012
ENSG00000187510,PLEKHG7,-1.229894664,0.033572768
ENSG00000180787,ZFP3,-0.938321877,0.033573735
ENSG00000123130,ACOT9,0.887414755,0.033591592
ENSG00000157765,SLC34A2,2.511939864,0.033591592
ENSG00000101425,BPI,1.618161034,0.033625272
ENSG00000113583,C5orf15,-0.854537614,0.033626938
ENSG00000152223,EPG5,0.723641258,0.033626938
ENSG00000140481,CCDC33,-1.671970657,0.033635433
ENSG00000153094,BCL2L11,0.734115254,0.033637177
ENSG00000286718,NA,-2.732276211,0.033637177
ENSG00000157107,FCHO2,0.979277625,0.033639682
ENSG00000164506,STXBP5,0.937879898,0.033639682
ENSG00000225422,RBMS1P1,2.870514776,0.033642338
ENSG00000183508,FAM46C,-1.028491214,0.033700008
ENSG00000141956,PRDM15,-0.881693495,0.033727689
ENSG00000168143,FAM83B,1.211727259,0.033799703
ENSG00000189060,H1F0,1.294391924,0.033814317
ENSG00000250803,CTC-441N14.4,-2.030456836,0.033846863
ENSG00000036257,CUL3,0.977870109,0.03387635
ENSG00000169230,PRELID1,1.250868787,0.03387635
ENSG00000256537,SMIM10L1,-0.881122161,0.033922277
ENSG00000163138,PACRGL,-0.930859712,0.033950494
ENSG00000247596,TWF2,0.951036426,0.033957885
ENSG00000116747,TROVE2,0.916657612,0.033971702
ENSG00000176244,ACBD7,-1.330345934,0.033972193
ENSG00000170006,TMEM154,1.082622594,0.034019774
ENSG00000205464,ATP6AP1L,-1.086622684,0.034019774
ENSG00000068885,IFT80,-1.187209683,0.034021822
ENSG00000250966,RP11-402J6.3,1.951964059,0.03405847
ENSG00000205293,LINC01602,-2.793731164,0.034065953
ENSG00000110660,SLC35F2,1.454877149,0.034069917
ENSG00000185222,TCEAL9,1.011621168,0.034116924
ENSG00000126945,HNRNPH2,0.82420631,0.034182319
ENSG00000186635,ARAP1,1.52693529,0.034182319
ENSG00000128917,DLL4,2.253546055,0.034207093
ENSG00000143552,NUP210L,1.652094296,0.034208542
ENSG00000263450,RP11-680N20.1,-2.938210375,0.034208542
ENSG00000231651,DLG3-AS1,-1.601104592,0.034262811
ENSG00000167840,ZNF232,-0.970640205,0.034284966
ENSG00000137831,UACA,-1.136251481,0.034288089
ENSG00000163374,YY1AP1,1.198836876,0.034288089
ENSG00000233261,LINC00264,2.606118229,0.034422547
ENSG00000036448,MYOM2,-1.766285963,0.034467674
ENSG00000142657,PGD,1.039661183,0.034469058
ENSG00000222043,AC079305.10,2.107785742,0.034472644
ENSG00000259710,NUTF2P6,-2.410216302,0.034521955
ENSG00000272256,RP11-489E7.4,-1.921169263,0.034521955
ENSG00000123384,LRP1,0.905104764,0.034529192
ENSG00000128595,CALU,0.674139359,0.034597839
ENSG00000079432,CIC,1.286504946,0.034610265
ENSG00000103496,STX4,1.262314028,0.034610265
ENSG00000118496,FBXO30,0.985022733,0.034610265
ENSG00000135324,MRAP2,-0.970954756,0.034610265
ENSG00000164985,PSIP1,-1.015589757,0.034610265
ENSG00000178719,GRINA,1.462746175,0.034610265
ENSG00000182871,COL18A1,2.464812326,0.034610265
ENSG00000196805,SPRR2B,3.877450435,0.034610265
ENSG00000240695,RP11-102M11.1,2.104838888,0.034610265
ENSG00000255308,RP11-428C19.4,-1.834510914,0.034610265
ENSG00000259802,CTD-2256P15.2,-1.785883651,0.034610265
ENSG00000261272,MUC22,4.113349493,0.034610265
ENSG00000284196,NA,-1.716788719,0.034610265
ENSG00000176040,TMPRSS7,-1.94488111,0.03464119
ENSG00000163913,IFT122,-1.278991913,0.034646746
ENSG00000091039,OSBPL8,1.223451422,0.034649372
ENSG00000182504,CEP97,-0.977255634,0.034649372
ENSG00000167515,TRAPPC2L,-0.8156188,0.034668552
ENSG00000140398,NEIL1,-0.763008125,0.034678703
ENSG00000121691,CAT,-0.904236025,0.034749089
ENSG00000164754,RAD21,0.925625842,0.034749089
ENSG00000171862,PTEN,0.879856881,0.034749089
ENSG00000229337,AC079305.8,1.772385413,0.034767411
ENSG00000060709,RIMBP2,-2.605766201,0.034776669
ENSG00000109016,DHRS7B,-0.796085696,0.034795531
ENSG00000138111,MFSD13A,1.72321452,0.034795531
ENSG00000225647,AC005487.2,2.428527824,0.034795531
ENSG00000137764,MAP2K5,-1.004357873,0.034812943
ENSG00000237787,C3orf79,-3.847648075,0.034891845
ENSG00000224165,DNAJC27-AS1,-1.544653341,0.034906163
ENSG00000134369,NAV1,1.023807956,0.034925462
ENSG00000233068,RP1-140K8.1,-2.052623559,0.034938405
ENSG00000157429,ZNF19,-1.277203901,0.034938656
ENSG00000231160,KLF3-AS1,-1.460279981,0.034976108
ENSG00000151338,MIPOL1,-1.695655271,0.034991204
ENSG00000130340,SNX9,1.17603956,0.035000658
ENSG00000287918,NA,-2.74435301,0.035004059
ENSG00000185905,C16orf54,1.500257373,0.035010842
ENSG00000230337,RP4-635E18.6,-3.44816828,0.035010842
ENSG00000205903,ZNF316,1.224298617,0.035035004
ENSG00000171044,XKR6,2.030174257,0.035038472
ENSG00000140545,MFGE8,1.761401747,0.035060695
ENSG00000261399,LA16c-329F2.1,-2.637759762,0.035078931
ENSG00000156804,FBXO32,1.074607606,0.035122184
ENSG00000253671,RP11-806O11.1,-1.578139609,0.035156093
ENSG00000137720,C11orf1,-1.130211558,0.035194363
ENSG00000160183,TMPRSS3,-1.521447442,0.035194363
ENSG00000049249,TNFRSF9,2.994876345,0.035198983
ENSG00000112559,MDFI,1.667113864,0.035198983
ENSG00000259065,RP5-1021I20.1,-1.471721568,0.035198983
ENSG00000260805,RP11-61J19.5,1.402079727,0.035198983
ENSG00000250220,RP11-692D12.1,-3.064961442,0.035200958
ENSG00000175279,APITD1,-1.162061199,0.035211984
ENSG00000232135,RP3-461P17.6,-1.98266634,0.035215867
ENSG00000228113,AC003991.3,1.785043787,0.035242304
ENSG00000140543,DET1,-1.81470009,0.03526059
ENSG00000173578,XCR1,2.925037396,0.035270119
ENSG00000173928,SWSAP1,-1.013135502,0.035270119
ENSG00000224418,STK24-AS1,-2.085815945,0.035270119
ENSG00000119714,GPR68,1.615451571,0.03528029
ENSG00000196535,MYO18A,1.284937611,0.035286728
ENSG00000286220,NA,-1.862355003,0.035338284
ENSG00000128422,KRT17,2.742564699,0.035416842
ENSG00000112078,KCTD20,1.008564442,0.035448862
ENSG00000229739,RP11-295K2.3,-1.363982654,0.035448862
ENSG00000246016,LINC01513,-1.519903782,0.035448862
ENSG00000254333,CTC-367J11.1,-4.786014523,0.035448862
ENSG00000105877,DNAH11,-1.286525085,0.035457292
ENSG00000128881,TTBK2,-1.092841724,0.035457292
ENSG00000172301,COPRS,-1.050818734,0.035457292
ENSG00000251423,CTB-51A17.1,-3.423301747,0.035457292
ENSG00000129657,SEC14L1,1.407451682,0.035480667
ENSG00000158428,CATIP,-1.632164629,0.035512231
ENSG00000170324,FRMPD2,-1.938042952,0.035512231
ENSG00000072571,HMMR,1.199140518,0.035520486
ENSG00000137877,SPTBN5,1.233846735,0.035520486
ENSG00000153802,TMPRSS11D,2.214006925,0.035520486
ENSG00000168374,ARF4,0.714413215,0.035520486
ENSG00000255160,RP11-428C19.5,-2.242205884,0.035523406
ENSG00000196951,SCOC-AS1,-1.398048943,0.035595454
ENSG00000182463,TSHZ2,-1.127580883,0.035629236
ENSG00000135617,PRADC1,-1.030316297,0.035747631
ENSG00000130720,FIBCD1,-3.113148636,0.035760539
ENSG00000111254,AKAP3,-1.652011671,0.035774763
ENSG00000006125,AP2B1,-0.836954969,0.03585316
ENSG00000203791,METTL10,-1.141832971,0.03586887
ENSG00000101150,TPD52L2,1.009116842,0.035876888
ENSG00000101000,PROCR,1.939711359,0.035935029
ENSG00000164733,CTSB,0.890884574,0.035971202
ENSG00000205959,RP11-689P11.2,-2.17221187,0.035971417
ENSG00000152818,UTRN,-1.023108498,0.035975341
ENSG00000016402,IL20RA,-0.886950781,0.035987053
ENSG00000042062,FAM65C,1.317135629,0.035987053
ENSG00000131584,ACAP3,0.816674841,0.035987053
ENSG00000270147,RP11-646I6.6,-2.538033662,0.035999489
ENSG00000139974,SLC38A6,-0.869028918,0.036015641
ENSG00000128510,CPA4,2.783569615,0.03604873
ENSG00000184990,SIVA1,-0.930699135,0.036082264
ENSG00000163516,ANKZF1,-0.836339581,0.036206842
ENSG00000170091,HMP19,2.703976572,0.036222593
ENSG00000053747,LAMA3,1.413584715,0.036364929
ENSG00000130714,POMT1,-0.875293023,0.036397774
ENSG00000213433,RPLP1P6,-1.541113636,0.036397774
ENSG00000269044,CTC-429P9.3,-1.040870373,0.036439174
ENSG00000116183,PAPPA2,-3.367227372,0.036470758
ENSG00000213213,CCDC183,-1.602849283,0.036481544
ENSG00000222020,AC062017.1,-1.65315732,0.036515525
ENSG00000139433,GLTP,0.849151491,0.036570381
ENSG00000117419,ERI3,-0.963809522,0.036574258
ENSG00000174276,ZNHIT2,-1.206383183,0.036590965
ENSG00000182636,NDN,-1.117832483,0.036605692
ENSG00000158470,B4GALT5,1.001641204,0.036608966
ENSG00000148408,CACNA1B,-4.25356227,0.036630507
ENSG00000185591,SP1,0.89674128,0.036630507
ENSG00000286830,NA,-1.400469113,0.036630507
ENSG00000141499,WRAP53,-1.031964394,0.036631155
ENSG00000204623,ZNRD1ASP,-1.579956699,0.036642029
ENSG00000178460,MCMDC2,-1.539082675,0.036649169
ENSG00000116783,TNNI3K,-3.350034394,0.036658804
ENSG00000287737,NA,1.795365864,0.036667579
ENSG00000104883,PEX11G,-1.325913516,0.036694163
ENSG00000135596,MICAL1,1.081496827,0.036694163
ENSG00000146070,PLA2G7,1.640505691,0.036694163
ENSG00000080298,RFX3,-1.612985866,0.036742954
ENSG00000116584,ARHGEF2,1.056821877,0.036742954
ENSG00000144852,NR1I2,-2.907116631,0.036742954
ENSG00000001497,LAS1L,-0.743878531,0.036783254
ENSG00000111834,RSPH4A,-1.472459721,0.036818941
ENSG00000115762,PLEKHB2,0.913917922,0.036824009
ENSG00000231125,AF129075.5,-1.836472242,0.036824009
ENSG00000272106,RP11-345P4.9,-0.859236674,0.036834182
ENSG00000081277,PKP1,1.960485243,0.03689349
ENSG00000170089,RP11-423H2.1,-1.190141358,0.03689349
ENSG00000179523,EIF3J-AS1,-0.906633256,0.03689349
ENSG00000187498,COL4A1,2.565400214,0.03689349
ENSG00000198113,TOR4A,1.070027763,0.03689349
ENSG00000285437,NA,2.619544978,0.03689349
ENSG00000162736,NCSTN,1.01294898,0.036921504
ENSG00000169607,CKAP2L,1.550463077,0.036921504
ENSG00000271304,DPRXP2,1.538489106,0.036921504
ENSG00000287104,NA,-1.171704848,0.036928409
ENSG00000083807,SLC27A5,-1.280799004,0.036937023
ENSG00000186710,CFAP73,-1.596739839,0.036937023
ENSG00000116205,TCEANC2,-0.893283827,0.036967964
ENSG00000279965,RP11-472K17.3,-2.192449137,0.036984034
ENSG00000267213,AC007773.2,-1.525728371,0.037015464
ENSG00000138185,ENTPD1,1.065027436,0.037053368
ENSG00000183831,ANKRD45,-1.192512943,0.037053368
ENSG00000256092,RP13-942N8.1,-1.1844927,0.037053368
ENSG00000165555,NOXRED1,-1.193043852,0.037082122
ENSG00000077232,DNAJC10,-0.943213716,0.037171825
ENSG00000108819,PPP1R9B,1.487947681,0.037179857
ENSG00000223458,LMO7DN-IT1,2.614225924,0.037179857
ENSG00000237667,LINC01115,3.607983971,0.037182438
ENSG00000198496,NBR2,-0.922378964,0.037232927
ENSG00000156171,DRAM2,-0.771306712,0.037252096
ENSG00000237649,KIFC1,1.537170522,0.037306378
ENSG00000232187,FTH1P7,2.02553732,0.037314572
ENSG00000157538,DSCR3,0.653651455,0.037378658
ENSG00000168273,SMIM4,-0.938324707,0.037378658
ENSG00000163885,CFAP100,-1.74984495,0.037379751
ENSG00000196372,ASB13,-0.796548842,0.037379751
ENSG00000180938,ZNF572,-1.652530313,0.037386307
ENSG00000171711,DEFB4A,4.219334302,0.037429845
ENSG00000170270,GON7,-0.998726723,0.037451302
ENSG00000189120,SP6,2.006232811,0.037478048
ENSG00000051180,RAD51,1.345003527,0.037481811
ENSG00000154451,GBP5,2.344494193,0.037511631
ENSG00000228463,AP006222.2,2.011467313,0.037523067
ENSG00000198753,PLXNB3,2.484438561,0.037600885
ENSG00000278231,RP5-906C1.1,2.782060448,0.037615063
ENSG00000008086,CDKL5,0.897480032,0.037653563
ENSG00000126249,PDCD2L,-1.003996604,0.037653563
ENSG00000280120,RP11-546D6.3,-1.403490091,0.037653563
ENSG00000256061,DYX1C1,-1.725489729,0.037676774
ENSG00000089280,FUS,1.001449782,0.037681759
ENSG00000214765,SEPT7P2,-0.972440083,0.037734029
ENSG00000170190,SLC16A5,-1.012034793,0.037748908
ENSG00000120162,MOB3B,0.946201992,0.037764045
ENSG00000168792,ABHD15,-0.74466773,0.037764045
ENSG00000078269,SYNJ2,0.983633283,0.037787167
ENSG00000166974,MAPRE2,1.052027471,0.037787167
ENSG00000229043,AC091729.9,-1.169209568,0.037804264
ENSG00000172716,SLFN11,-0.818184533,0.037811164
ENSG00000280057,RP1-168L15.6,-2.496756497,0.037847353
ENSG00000204228,HSD17B8,-1.093481575,0.037944595
ENSG00000176049,JAKMIP2,1.418381642,0.037959317
ENSG00000266313,RP11-173M1.4,1.771883145,0.037973798
ENSG00000105383,CD33,1.44698313,0.038140829
ENSG00000164066,INTU,-1.40626068,0.038299502
ENSG00000231607,DLEU2,0.885483646,0.038299502
ENSG00000251526,RP11-381N20.1,-2.529698731,0.038299502
ENSG00000141985,SH3GL1,1.364940282,0.03838917
ENSG00000073008,PVR,1.477959004,0.038464681
ENSG00000250486,FAM218A,-2.541625765,0.038464681
ENSG00000147573,TRIM55,-2.121321556,0.038499947
ENSG00000105402,NAPA,1.527329624,0.03854228
ENSG00000160194,NDUFV3,-0.881607179,0.038562672
ENSG00000259502,RP11-643G16.3,-2.647434243,0.038562672
ENSG00000287356,NA,-1.684204283,0.038586815
ENSG00000056998,GYG2,-1.053280697,0.038617701
ENSG00000111321,LTBR,0.984794389,0.038617701
ENSG00000136444,RSAD1,-0.738720788,0.038617701
ENSG00000149480,MTA2,0.821218173,0.038617701
ENSG00000198830,HMGN2,-0.736698992,0.038624932
ENSG00000224819,AC093843.1,-3.022549683,0.038705336
ENSG00000248671,ALG1L9P,-1.784848311,0.038705336
ENSG00000078098,FAP,4.188135671,0.038736721
ENSG00000109944,C11orf63,-1.365197847,0.038781495
ENSG00000267677,RP11-27G24.1,-2.361308913,0.038843474
ENSG00000087303,NID2,1.881626188,0.038871461
ENSG00000232859,LYRM9,-1.338580948,0.038881812
ENSG00000005483,KMT2E,0.833495481,0.038959087
ENSG00000206918,RNU6-1181P,-3.062099782,0.038989753
ENSG00000143450,OAZ3,-1.761298442,0.039000753
ENSG00000165533,TTC8,-0.91494082,0.039000753
ENSG00000178425,NT5DC1,-1.039026353,0.039000753
ENSG00000181467,RAP2B,0.799595641,0.039000753
ENSG00000261351,CTD-3185P2.1,-1.247989751,0.039000753
ENSG00000253593,RP11-157E21.1,3.080295317,0.039011999
ENSG00000173826,KCNH6,-2.9481941,0.039012619
ENSG00000198612,COPS8,-0.640099675,0.039034895
ENSG00000273771,RP11-236L14.2,-3.327661611,0.039034895
ENSG00000163110,PDLIM5,0.692700662,0.039041915
ENSG00000172818,OVOL1,2.293407047,0.039045205
ENSG00000163875,MEAF6,-0.799777956,0.039116886
ENSG00000225766,DHRS4L1,-2.437414211,0.039116886
ENSG00000262686,GLIS2-AS1,-2.539632413,0.039168973
ENSG00000101084,C20orf24,1.499588068,0.039169816
ENSG00000211452,DIO1,-2.077704834,0.039169816
ENSG00000181722,ZBTB20,-1.140304992,0.039184132
ENSG00000101353,MROH8,-1.119290194,0.039251347
ENSG00000262097,CTD-2135D7.5,-1.532130605,0.039251347
ENSG00000141519,CCDC40,-1.415472834,0.039277089
ENSG00000243943,ZNF512,-0.79284388,0.039277089
ENSG00000251623,RP11-826N14.4,-2.785923183,0.039277089
ENSG00000110274,CEP164,-0.866431471,0.03928325
ENSG00000173926,3-Mar,0.937664847,0.039288069
ENSG00000102786,INTS6,0.860707805,0.039313944
ENSG00000272323,CTD-2517O10.6,-1.618786166,0.039322343
ENSG00000072201,LNX1,1.098364445,0.039356916
ENSG00000121879,PIK3CA,0.831379952,0.039359316
ENSG00000128294,TPST2,0.739922685,0.039359316
ENSG00000130348,QRSL1,-0.794838221,0.039359316
ENSG00000232451,AC016768.1,-4.231375837,0.039359316
ENSG00000236404,VLDLR-AS1,-1.733808475,0.039359316
ENSG00000255440,RP11-632K5.2,-1.814189564,0.039359316
ENSG00000266947,RP11-799D4.4,-1.148136306,0.039359316
ENSG00000104154,SLC30A4,1.086267453,0.039363806
ENSG00000144362,PHOSPHO2,-1.331463629,0.039379126
ENSG00000163060,TEKT4,-1.687222701,0.039379126
ENSG00000029639,TFB1M,-0.928889733,0.039404532
ENSG00000023445,BIRC3,1.046643965,0.039437781
ENSG00000196511,TPK1,0.990189177,0.03947057
ENSG00000233862,AC016907.3,-2.029679556,0.03947057
ENSG00000170209,ANKK1,-1.106852135,0.039477189
ENSG00000214290,COLCA2,-1.217369427,0.039477189
ENSG00000219607,PPP1R3G,1.748742651,0.039477189
ENSG00000055950,MRPL43,-0.761994287,0.039565342
ENSG00000224699,LAMTOR5-AS1,-1.195828658,0.039574529
ENSG00000287129,NA,-3.003167523,0.039574529
ENSG00000146963,LUC7L2,-0.721361349,0.039587413
ENSG00000171475,WIPF2,0.868288862,0.039587413
ENSG00000267627,RP11-905K4.1,-2.205981442,0.039587413
ENSG00000087250,MT3,-2.644131893,0.039606117
ENSG00000259251,RP11-643M14.1,-1.598149069,0.03962715
ENSG00000170779,CDCA4,1.016754552,0.039638098
ENSG00000231329,RP1-225E12.2,2.069524012,0.039663107
ENSG00000119421,NDUFA8,-0.803819538,0.039666864
ENSG00000260095,RP11-715J22.3,-2.080755624,0.039677962
ENSG00000269902,RP6-99M1.3,2.471456052,0.039700875
ENSG00000255277,ABCC6P2,-2.352778782,0.039741093
ENSG00000197582,GPX1P1,3.469809461,0.039792177
