"","Inflammatory.Macrophages","HOPX.high.Squamous.Cells","Basal.Cells","AZGP1.SCGB3A1.LTF.high.Goblet.Cells","Interferon.Responsive.Secretory.Cells","ITGAX.high.Macrophages","Interferon.Responsive.Cytotoxic.CD8.T.Cells","VEGFA.high.Squamous.Cells","Interferon.Responsive.Ciliated.Cells"
"ENSG00000008083",0.0341402461651596,0.146674286777004,0.0309503133810332,0.0587444742113934,0.0503381673432462,0.00580720014141411,0.0402350225156885,0.0309503133810332,0.0352869812200622
"ENSG00000008086",0.0080503107949131,0.113428868455796,0.00158674281744199,0.100721624291111,0.0283769179848306,0.00534071585154928,0.380889759521277,0.00199763274839023,0.00133318507995086
"ENSG00000008118",0.0932706859526028,0.62749486595089,0.060532874674575,0.0029191604378042,0.368938990523154,0.0215198867518156,0.0216070023461268,0.0506712879011351,0.0709517344763754
"ENSG00000008130",0.0167124110800386,0.445725659891341,0.0173639320276314,0.00011607727018568,0.31065235774542,0.028392112890164,0.00550061559251263,0.0116524932267405,0.0766523333397826
"ENSG00000008226",0.214787494969753,0.00755670209649721,0.247140923008748,0.93082837253222,0.0171330348452198,0.158708000673814,0.830184743518939,0.156937829024471,0.109737232241656
"ENSG00000008283",0.0146058389051509,0.0269293105867051,0.0461806329345658,0.5690008370884,0.0076340869801427,0.00183852044183917,0.570320126228912,0.0343660669639319,0.00255858019971392
"ENSG00000008294",0.00234954644478052,0.0170794344247979,0.0461806329345658,0.399890515137018,0.00126835089507826,0.0269088063303954,0.0988132310793053,0.0461806329345658,0.00104518214585868
"ENSG00000008438",0.0142985522198702,0.316477405231992,0.00166619828357472,0.00136624225487918,0.169160924621942,0.00238308628368023,0.0279346956318253,0.00260400098237571,0.0854881741944781
"ENSG00000008513",0.100721624291111,0.726871690939348,0.0461806329345658,0.00358550422624146,0.407993025415916,0.0106864792440188,0.0241644273369414,0.0461806329345658,0.0766523333397826
"ENSG00000008516",0.021565225127657,0.365470183682198,0.00371142682047812,0.00262286222198027,0.199439119366812,0.00129644208036597,0.0365548213907564,0.00371142682047812,0.0604198962156482
"ENSG00000009694",0.000738163140149504,0.113428868455796,0.0116524932267405,0.158615526447876,0.0440185276355092,0.0106864792440188,0.279960573486871,0.0221388695011191,0.0319627993280174
"ENSG00000009790",0.0306104628392702,0.091991920043484,0.00199763274839023,0.0614511208623159,0.0401240479015355,0.000771658234460746,0.165360193655726,0.00124265822419896,0.0388452536203533
"ENSG00000009830",0.0861917047002034,0.175228114065639,0.000389820163737495,0.00262286222198028,0.098083261364148,0.0404239810592009,0.165360193655726,0.000187705582562522,0.0288645989570019
"ENSG00000010219",0.00165587281703185,0.0241644273369414,0.00199763274839022,0.0861917047002035,0.0102012842907634,0.00682909518216773,0.279960573486871,0.00199763274839022,0.018565033381595
"ENSG00000010282",0.00165587281703185,0.0483518642946536,0.013376145945041,0.288506282861372,0.0133444877241827,0.000670307762136808,0.335615441939358,0.013376145945041,0.00447316225278306
"ENSG00000010310",0.0700753047816204,0.113428868455796,0.00534044344098426,0.0861917047002035,0.0849115276042282,0.00129644208036597,0.706636631932547,0.0024831964701773,0.0426455698053267
"ENSG00000010318",0.00234954644478054,0.091991920043484,0.000187705582562522,0.0080503107949131,0.042040065749582,0.0191360817750216,0.0528041488419849,0.000187705582562522,0.0208428536109451
"ENSG00000010327",0.0341402461651596,0.0678256527168169,0.00305162918448574,0.0289454490510632,0.0283769179848306,0.0180178258697113,0.0216070023461268,0.00305162918448574,0.0889534181359628
