Names	total	elements
		ENSG00000285945
		ENSG00000092621
		ENSG00000237737
		ENSG00000163820
		ENSG00000152818
		ENSG00000270179
		ENSG00000137210
		ENSG00000235106
		ENSG00000182013
		ENSG00000284719
		ENSG00000182362
		ENSG00000203280
		ENSG00000272138
		ENSG00000242759
		ENSG00000186960
		ENSG00000103253
		ENSG00000253875
		ENSG00000100246
		ENSG00000198589
		ENSG00000036448
		ENSG00000251307
		ENSG00000169062
		ENSG00000214357
		ENSG00000103024
		ENSG00000151575
		ENSG00000124374
		ENSG00000122420
		ENSG00000177990
		ENSG00000119397
		ENSG00000204860
		ENSG00000272047
		ENSG00000263004
		ENSG00000243836
		ENSG00000280155
		ENSG00000262686
		ENSG00000163818
		ENSG00000227210
		ENSG00000231028
		ENSG00000171368
		ENSG00000181722
		ENSG00000117400
		ENSG00000204237
		ENSG00000179523
		ENSG00000151320
		ENSG00000149050
		ENSG00000142168
		ENSG00000114383
		ENSG00000132321
		ENSG00000153347
		ENSG00000064199
		ENSG00000251279
		ENSG00000112584
		ENSG00000182518
		ENSG00000187609
		ENSG00000163006
		ENSG00000261453
		ENSG00000226849
		ENSG00000230062
		ENSG00000265342
		ENSG00000136811
		ENSG00000271234
		ENSG00000222046
		ENSG00000231651
		ENSG00000146963
		ENSG00000168273
