genesymbols	Developing Ciliated Cells	SPRR2D high Squamous Cells	KRT24 KRT13 high Secretory Cells	ITGAX high Macrophages	B Cells	FOXJ1 high Ciliated Cells	CD8 T Cells	SERPINB11 high Secretory Cells	Inflammatory Macrophages	MSR1 C1QB high Macrophages	Dendritic Cells	MUC5AC high Goblet Cells	CCL5 high Squamous Cells	SCGB1A1 high Goblet Cells	BPIFA1 high Secretory Cells	Deuterosomal Cells	Basal Cells	Early Response FOXJ1 high Ciliated Cells	Early Response T Cells	Ionocytes	Interferon Responsive Macrophages	BPIFA1 and Chemokine high Secretory Cells	Cilia high Ciliated Cells	Mitotic Basal Cells	Interferon Responsive Ciliated Cells	AZGP1 high Goblet Cells	BEST4 high Cilia high Ciliated Cells	Developing Secretory and Goblet Cells	FFAR4 high Macrophages	AZGP1 SCGB3A1 LTF high Goblet Cells	HOPX high Squamous Cells	Plasmacytoid DCs	Enteroendocrine Cells	Early Response Secretory Cells	VEGFA high Squamous Cells	Interferon Responsive Cytotoxic CD8 T Cells	Interferon Responsive Secretory Cells	Mast Cells
ATP5IF1	16219.0594080379	1739.10186032509	3566.72690536543	1	1782.36843816349	13644.4045767557	3031.79203610355	2933.65013004514	1238.19810162308	4715.91134686255	833.431172265561	2475.63897097188	12993.2052178518	4178.19031947888	9150.48737452656	6009.69348951641	2736.93994506378	13572.4740263772	2754.97469382314	3802.67016639902	1300.65342300718	921.810313075506	9233.01533655131	3844.81014987376	15237.5643799876	3513.66528319411	8757.26734602194	1914.74976977239	2255.45576396433	3123.65159194677	5951.8124725516	3231.90298095732	3401.19130746697	2943.8825150691	1963.98934283655	2729.88978361238	7332.37829912023	1
ATP5MC1	1	402.50875222083	1061.62648758955	1731.8049906513	2890.93660180054	675.903493757722	1	1236.21020323353	1	5038.04426439703	704.4147955431	752.703728593477	1	1560.96851059635	2045.70839089441	1508.74741519216	1331.31783332747	973.870491682956	1	799.461085493958	184.562894207871	1	1	1	676.742830139066	406.120817306646	1	1	487.97020010581	604.666815474115	1	613.745098039216	1	362.003517387861	1	322.956937573486	1467.27565982405	1
ATP5MC2	2517.07968651461	1226.71270579647	2063.85174940517	2592.52384085929	2479.34065534754	1514.08489727873	1	2211.11730729109	1587.73345469284	4388.7000231889	2666.58328317506	828.792514345404	3192.6753155647	1397.9331980904	1761.2189167801	1216.43066373234	1378.78086037333	1534.94675107475	871.383272744534	1159.38893346043	981.102592009894	1613.90322580645	1027.93008074047	826.344300770558	1839.16016308923	1178.52733225228	770.896023995472	900.009480301715	939.553398392057	1318.58920928012	791.513833992095	3997.59976503082	1	788.336414485981	440.620080307776	1443.70921462452	1719.21305841924	3185.71337579618
ATP5MC3	2425.64373354125	886.796866709607	3752.43953189241	1254.19704149568	1	1574.80120250362	1	3554.88420471072	1637.42303858869	1516.47117464843	2200.32842621168	2415.96083750224	2641.47469415122	2313.17234749063	1696.15312361416	2089.3388370207	1798.09463697371	1499.19540529082	701.847954003847	4306.87991975604	825.835086713561	2534.71353888196	1318.72480845042	3105.41589103551	1930.41877034944	2830.41358365469	704.033065018345	918.660688686385	1958.63877663414	947.338294917731	791.513833992095	2751.10216627829	1	1819.61761455001	827.005031122775	1949.56399014608	5155.63917525773	6370.42675159236
ATP5MD	4623.06701837938	1994.05938846842	3843.44484705707	2376.81388237238	2883.75061739258	2227.28965961115	1	4303.6538043955	1385.83348547051	1022.8342260269	2796.74206942949	1127.18769115568	5038.24011544559	1914.41066218018	3748.92276713453	3037.4439556829	1696.49392741673	927.751054550031	611.493491066075	3034.01612007065	2368.84187428316	1	1554.36401502389	752.176826754422	2282.96551370602	3097.39093564939	1190.09058368448	1	573.985577904897	907.468128438776	1186.77075098814	1415.2052146831	1	943.791848194831	1138.22315956165	977.713129961794	7332.37829912023	6370.42675159236
ATP5ME	6838.09082978334	2229.90889033101	4990.34466845864	4376.89952221346	661.002267227209	3360.49743257985	1	4713.44767342611	2499.60451653559	2904.69347991989	2530.66157904486	2523.15568034937	4963.13976673265	5401.74419175901	7858.23419147903	4361.79546885315	2657.25497355528	2293.12086257997	1091.96031467853	4223.59265627227	2347.93655449848	5760.51999049486	3297.91332047534	7651.398895739	3094.18279755084	3040.02364253768	2453.14533961714	2289.56198126842	1689.29027609332	3607.59027060543	1582.02766798419	2952.69946332737	1	1448.93991567911	973.113234250765	1454.38982637673	1467.27565982405	1629.66449511401
ATP5MF	1980.3858035788	819.333535592601	1452.29346244933	1387.88975483926	2737.15808895734	718.107478959832	1	1470.41773528225	1796.45794198304	1634.30999769562	1304.25634193122	990.748058663496	1	1259.64141349885	1	1930.92377640818	539.353141631879	915.04165461396	380.489801783635	936.482599748237	2622.12080779459	1613.90322580645	1	360.605927701585	963.801526921872	1466.09346642661	785.168229833319	1	1307.86443251419	1842.19320004783	1186.77075098814	1955.42667227893	1	637.845946945647	431.264337214223	746.731775488764	2933.55131964809	1
ATP5MF.PTCD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP5MG	4850.49156175273	2882.15275112922	4214.99512597011	3826.37548230079	5220.84119315154	3245.09702779521	4071.91983392952	3805.99039581646	3987.0397602088	2657.29412474397	3116.8849666794	1393.23529539762	4899.04249927333	1957.93050624548	7063.11251571306	5083.71002148158	2117.6010106428	2406.33604294482	1652.75665913618	3427.06799632454	3771.34569501152	1	1463.3403981225	2117.39524016332	2944.17023472867	3848.84453181331	1393.38896574764	820.343117356884	2462.76217272967	2560.182905168	2372.54150197628	4690.80787206175	8705.47330616339	2049.12014398403	2037.12508452242	3029.00026404996	4399.82697947214	3185.71337579618
ATP5MGL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP5MPL	3759.33862168003	2005.45382934166	3274.77533428015	3248.93996252645	1	1869.91846088303	1	2542.2790593038	1986.22343513263	4900.98455933366	2177.70484278792	1681.40431661052	4724.13641777045	1332.29191246978	3389.26993380506	2051.02406129517	1410.93784506675	1154.49078911092	609.103266308665	1801.72961114713	684.543595006106	921.810313075506	1476.67139202429	6925.33426675206	1841.35245699621	3009.49808683798	1285.9346760303	1002.09611023141	1990.66950093722	1341.60037385964	2372.54150197628	2661.70281343564	1	1180.04775791232	1308.92152993993	1778.93131409735	1719.21305841924	1
ATP5PB	1341.4251315435	1228.02686658939	1918.8147506687	1	1	1080.14497023219	1	1828.78659192968	885.690636512497	1161.09812268521	928.489175472506	1270.80455650691	1	1061.47753068548	2475.91824418196	1778.46299785155	2235.20305538762	1474.98570684857	1	1487.1749001474	864.211645668795	1613.90322580645	1	3523.88693710623	1343.41378298638	1522.23449371396	576.347634317547	1	1633.79570658407	2943.73709283535	396.256916996047	1781.96939710464	1	772.56930064134	714.550321573484	1303.36324589489	1719.21305841924	1
ATP5PD	2804.77901354858	1550.11104561784	2866.16049042521	2583.78525004995	2520.65823367792	1490.11210049909	1	2702.34844937425	2258.5390000973	3566.60204362351	1193.44992252861	1229.62429878306	3322.99019420274	2661.28341775298	3558.05159942451	1806.02975707074	1513.38220947285	1280.73121559668	895.16103921383	2861.61348350924	868.439596352417	569.181818181818	1148.72349198383	192.253644159412	1636.39265136329	1829.73211826604	1023.95348350978	1047.48813683339	1374.48847547594	2331.62770040843	791.513833992095	906.649564142008	1	1108.30100441137	983.81360691962	998.731334296904	1	3185.71337579618
ATP5PF	3607.17679682063	1352.72022162654	3040.39895449951	1902.01973067257	2433.3211142526	1642.64647899961	1	2886.06570258171	2168.02402961509	2006.1699600569	1953.85149174143	961.338263993982	2258.12804982774	1852.03617977856	5105.20026667655	3225.77305542598	1542.39685168727	1276.72288319335	729.895127305189	2945.47647596266	1874.86583724315	1	1139.834744932	1480.83752294419	1493.16615962016	3225.63002918128	622.972907282758	1	1138.1605313632	1934.29079727362	396.256916996047	448.227191413238	1	846.026131675436	929.728823879035	945.74895555154	7332.37829912023	1
ATP5PO	1948.04535892877	993.412580057755	1508.13381151687	1	2720.57531266063	1118.09879575475	1	2347.77471437774	511.670874078816	628.749730456937	640.52760989284	903.912460008741	1	1417.26780320336	646.917918842922	1528.35832834935	866.103850663403	843.67665367617	834.353633571691	1026.83586094814	249.458247657828	921.810313075506	1	1746.00975992075	1031.33619369113	1349.59529389018	295.40480597098	1	1733.27370550923	1520.95432943956	1	1875.38406676192	1	606.4550175107	596.076501855722	1316.27654899761	1719.21305841924	1
ATP5S	992.744315924888	1	1	1	1	694.120218079289	1	1	1	1	1	1008.15865228052	1	1	1	1	1	535.009930598992	1	1675.18277979351	1	569.181818181818	1	279.46960943623	408.223151576725	460.055757686624	1	1285.07798053663	105.62802760337	700.449514899727	826.082508250825	1169.22429906542	1	1913.75568624371	645.326698388846	751.103702742919	1	1
ATP6AP1	1688.07542073047	1254.56208569833	1291.26210138217	2642.374917353	1393.99102388947	1966.28929050936	1	598.685800049775	2528.68903009555	4861.13043977041	2513.0287002248	803.383128143322	1	1840.90313998258	1	1532.00678230389	1449.70053121453	2444.54357375998	1030.64893097549	2001.30292354617	1235.23227762972	1	886.13885617927	579.945836498168	2198.00074475435	2034.20189614852	1042.63099300104	1	4047.87554922127	828.502435087078	826.082508250825	1473.79939141506	1	1335.81526103571	1162.83594991661	800.22770723004	1	3185.71337579618
ATP6AP1L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6AP2	1749.28095915152	1229.20403330463	1636.74524705119	2469.30333227936	2749.12909844036	1339.10741128213	1	1329.04125143017	2472.35582527597	2558.97652187168	1303.00923514134	859.611714138023	1	1560.7148029979	1990.8740269174	2200.95940645623	787.228836499873	1586.28685773029	1394.63200283262	3640.91138998285	2937.05819328513	1	1	1442.6531601974	1241.34665103693	1389.54909115158	608.15454601183	1	1734.61966081124	2421.69573271829	1	1298.0168612192	1	1012.73195534109	658.196091296991	989.810662125885	1	1
ATP6V0A1	1	572.013861051529	1	3355.87506007511	1	1	1	1	754.737263323052	659.369538285185	1	1	1	1	1513.13585574874	1	1	1	1	656.06130478146	1715.41599571121	1	1	1	1	1	847.519409619022	1241.3803969519	2824.72247270409	1	1	1	10500.2687664684	1	1	1	1	1
ATP6V0A2	1	1	1	1	1	844.856076427666	1	1	1	1	709.668416237908	1	1	1	1	1196.82584821902	1	482.743602651711	572.698566210915	475.882117473301	247.490261537766	1	3004.99381175095	3212.04079052975	750.314646932113	367.380780413744	1643.91083321255	1	333.210121077268	427.21822740056	1	578.367205542725	2594.83555118556	477.088996582311	630.100642348998	544.490660050629	1467.27565982405	3185.71337579618
ATP6V0A4	1	1	1	1	1	1129.18015996139	1	1	1	1	1	835.814347046091	1	1532.0091059422	1	1	1	912.527847091345	1	3960.49210262701	1	1	1230.99928677416	1	1235.7881628871	1	1812.22391851001	1	1	502.856875706525	826.082508250825	1	1	637.806158649728	131.648792124724	1	1	1
ATP6V0B	2427.40162242445	3554.10480517773	2672.29300965558	8160.96969580489	2426.03250428134	1992.73024270491	1	2024.38369236957	6078.61235451792	4067.3839917362	4537.55094803185	1680.50578676341	3280.10059557499	1751.74253026841	3450.5067994684	2454.16417745114	1540.08900870524	2040.47897474896	723.049408605778	15639.2164622276	7331.60748049558	7295.72140762463	1239.00892973201	3038.42498773726	2031.04961403782	3319.24942114763	891.543383722134	804.197540654519	4113.39572537359	1999.21010105372	5776.57755775578	4678.70039945829	1	3169.71771249087	3702.53541730986	1453.74054607981	5866.10263929619	6370.42675159236
ATP6V0C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.3870018195625	1	1	1	1	1	1	1	1	1
ATP6V0D1	1047.83584749693	1005.9162033165	614.956932883566	1738.04468556771	1	1130.22040435702	1	530.536261458267	2788.41810224682	2650.73909795904	2267.7703649895	513.466578675632	1	444.582535119437	1	1	406.769830044216	892.625985974954	598.951653430465	896.317359740914	2444.01272739446	1613.90322580645	1	1	936.82916499484	548.060940358927	630.342945450619	964.069210911115	1026.74683982581	1005.34496457843	2476.24752475248	1226.49019607843	1	347.889783345794	747.911179858433	943.765241231432	1	1
ATP6V0D2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2463.66167992276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V0E1	2525.53408080998	5381.88208660587	2454.66524362573	3353.67193931786	4398.85814376784	2152.1191458979	2009.14008954917	3028.51183725385	4461.87834122255	1973.1057214825	2724.28401813692	1059.33969440283	5003.60825000837	2156.99517981882	2877.88816146107	2017.9655088579	1589.11476555072	2106.64546678364	1614.51575791536	1774.97885794358	3033.257061348	2273.72727272727	2026.14038594056	549.690462803201	2880.84982901607	2688.20933489944	725.010719896822	1	3212.457126867	899.594254227884	2767.79841897233	1169.22429906542	1	1909.70491444558	3481.82492813194	2473.73805976053	3437.42611683849	1
ATP6V0E2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	153.631613652109	1	1	1	1	1	1	226.213039370305	1	1	1	1	1	1	448.227191413238	1	159.34576181394	1	278.581791545238	1	1
ATP6V0E2.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1A	1675.10638550603	1063.73619187862	1078.94138748881	1531.38574300032	1	1098.76730125595	1	1512.6020446293	2715.68716385446	1190.45338235999	3090.31214700976	1040.05047452167	1	932.038693622959	2161.43051158647	1100.02607166781	557.537772907951	1294.32359610251	726.60108247634	11515.7920379324	1398.15168202931	1	1	471.332046683147	877.542381689219	630.495033912745	474.038916089689	1	2942.66091160443	502.856875706525	396.256916996047	613.745098039216	1	621.905628427147	1255.72964141986	1290.67368106056	3437.42611683849	3185.71337579618
ATP6V1B1	1	1	325.049608475657	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1675.59165327969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1B1.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1B2	1	1986.84059695927	284.782115951321	6939.44720792423	3126.06299405663	245.320580101866	2356.83652398427	488.039858016484	8584.97786711288	7059.84305317108	4626.51967068173	1	1	1	2183.21917908095	1	589.208867220524	361.347743185607	1412.46587246488	1	7475.30078240104	1	1	1	410.662809887252	320.749006341507	1	1	4375.7682555122	1332.30487373904	1	895.454382826476	1	883.277700256974	1523.5893445467	683.086192623468	1	1
ATP6V1C1	1	762.082628234969	659.830463475419	2071.01656079504	1	391.021954358358	1	461.695994318143	3585.98902174548	2517.25333264288	2233.77784983048	1	1	1	1	1	694.853513775226	383.885178072243	1	1	1455.11054841306	1	1	1	522.74833179461	590.991419388646	1	1	942.463311217373	242.796879006087	1	325.254215304799	1	442.476469138985	628.71079430463	717.420786192434	1	1
ATP6V1C2	1	858.276741718015	1410.98189152545	1	1490.08503978036	765.814177315334	1	964.246385701537	1	1	1	2631.42556413305	1	3749.21009701578	1	1087.52542057406	905.106764621703	698.337540413865	1	7452.44054537483	434.719798176208	1613.90322580645	908.156241854799	1	617.080985612692	1760.0389471156	1094.44690051178	726.900341046822	1	360.46149920848	1	1	2093.42541997967	1483.85216753239	527.457812185413	1	1719.21305841924	1
ATP6V1D	2659.53723301816	1757.28623020738	1057.10415213661	2791.36072904339	1824.55188581894	1646.99623156877	1	802.511771153289	2377.49144620881	2310.68160145798	1346.46912821196	1429.97562141753	1	509.70334223846	2615.05998777167	990.228197886423	376.96666723526	1226.42919761696	1080.56670542906	1584.2162196444	1894.22508795752	1	2655.31168607192	1432.77085427061	1455.35329598414	415.363267199944	1627.88369904958	1	2035.9594925865	1	826.082508250825	1169.22429906542	1	318.585541374911	1078.00584525945	851.437077670457	1	1
ATP6V1E1	1	2681.80348490626	1110.70522705126	2642.96192946623	2737.15808895734	795.616888726537	1	1136.72956344951	2688.4154580122	2196.80518909475	1999.80488111292	1109.79268214675	3677.19187780665	750.026992425501	2125.99281127682	1197.55589172006	703.30090696163	510.905356296563	994.436149316188	1911.83961783034	2766.25474339443	1	1	3058.94930550835	966.858808083766	1879.95249517763	437.947239154209	1	1039.80599511274	1071.81585244112	826.082508250825	2575.31963608243	1	928.54269223226	2040.60256457233	924.5790194969	1	1
ATP6V1E2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	180.566035375454	1	1	1	1	1	1	1	1
ATP6V1F	1270.3438194563	1556.07605169384	1660.60284624952	5769.15880146465	863.725521621778	1059.95800312686	1	1258.10303834702	5792.91750943416	3687.07372167212	3363.03855235199	466.804345176644	2870.95293499181	1173.20155249245	537.36085201882	778.825322665312	595.505415959229	1514.53430854845	1263.35985656635	2621.99410129909	4599.27550437503	1	1	242.796891471231	1318.16334962096	2251.64009201121	550.330493555542	1	2288.48164936131	569.625778688938	826.082508250825	895.454382826476	1	1046.04069845666	1678.42572876957	528.550927478319	3185.48871824329	1
ATP6V1FNB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1G1	4705.44725598366	12614.7520600966	5316.30725734248	3925.91511551493	2731.26240682336	2830.02092087449	3700.61727264931	4847.88327068496	5705.10913230948	5348.04596019591	4241.52807927716	2785.3032544066	8969.06250760571	3510.78524642104	3327.60588744116	2513.58382497368	2428.05803516015	3482.21293371253	2386.65021045944	2858.0756436917	3322.42014945387	2273.72727272727	1880.07617896285	5168.90636664482	3684.51731212409	5794.63670070843	1521.35828970321	636.334770559524	3573.33606729655	4381.43386789811	4126.41254125413	2259.17529844373	1	3994.00259230452	9453.90140847453	1792.45282961553	7332.37829912023	3185.71337579618
ATP6V1G2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1G3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4488.08677632695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP6V1H	1	1071.28468966135	552.006639474862	1188.51997738324	1	490.809794071007	1	681.280903900485	1792.02430339756	1137.26244790087	801.869693653953	1	1	1	1	589.04344614398	724.353535158529	318.171503632314	1	750.672085013252	576.54648808286	1	1	1	443.423027902221	1278.70797405804	1	816.85330866656	606.099011663592	420.312255283245	826.082508250825	649.508430609598	1	348.887243372375	736.389799202533	1288.85303140001	1467.27565982405	1
ATP7A	1	1	364.634882537944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	546.30607076947	2924.51190200551	1	1	1	1	1	1	1	1	771.06621466231	1	1	649.508430609598	1	343.993295712988	1	1	1	1
ATP7B	1	1	515.589495889493	1	1	1113.49359759177	1	825.000074008012	1	1	1	3441.19182977034	1	3204.33314697539	1	1456.27948177103	1551.99884496194	1164.4405142559	1	793.053328494268	1	1	974.354180810228	1713.45311803016	837.857456200948	441.552682953067	1209.97365869375	4196.75184228052	1	1	1	1	1	1254.20714707214	1	1	1719.21305841924	1
ATP8A1	1	1	1	1	520.665045181564	1	4059.36427934199	1	1	1	1	1	1	1	1	1	1	1	2249.28263476973	1	1	1	1	1	1	357.092869485887	1	1	1	1	1	448.227191413238	2093.42541997967	350.478942158919	1	889.349171636807	1	1
ATP8A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP8B1	1319.41412558858	1979.83852656174	1680.58470993775	1	1825.10539263823	1114.47717207326	1	1655.09790180248	1	1	1	2404.24490040827	1	2428.51767041247	1116.154517886	1562.3656249509	1620.0674651057	1191.1400985338	1	1	1	1	1077.32290414274	236.076558071508	947.554176700531	1523.6891704126	954.365059622769	1939.45322209995	1	899.594254227884	826.082508250825	1	3426.82053930168	1419.48063529069	1268.44918342329	1	1719.21305841924	1
ATP8B2	1	1	1	1	2165.64792201529	1	2486.79601214939	1	1	1	1	1	1	1	1	1	1	1	2477.48424215377	1	1	1	1	1	1	1	1	1	1	1	1	578.367205542725	1	1	1	1510.20349898085	1	1
ATP8B3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ATP8B4	1	1	1	2255.14931762846	4394.59703346016	1	1	1	665.742479464293	1247.22484209021	1510.85957530643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	462.443719565949	1	1	1	1	1	1	566.018097393993	1	1629.66449511401
ATP9A	1671.50892957786	518.003604871992	744.601196696025	1	1	1844.05932568978	1	1	1	1	1	819.736875927965	1	951.142736336906	1	1	524.687387677871	2128.51048582188	1	2599.13695585764	1	1	1341.16167792985	301.804313634661	1828.27772088489	713.14028777746	1645.10431192495	758.372318964633	1	948.717872930712	3301.3300330033	1	1	882.027014858961	522.564941405717	1	1467.27565982405	1
ATP9B	1	1	1	1929.37918993537	570.88229774894	510.398064699941	1	1	1	3136.94483870969	1	1309.66303219356	1	1	1	1	975.271404258755	234.737180164983	735.834365656262	1219.99548556989	1	1	1021.38321299817	118.627526020595	322.788578982463	220.865862273198	822.260657516625	2693.82013154614	462.630397246458	1	1	448.227191413238	1	335.181111259964	1	1	1	1
ATPAF1	1042.99285514395	1	1	1	1	562.634527979142	1	1	1	1	1	1	1	808.213825970023	1	1	648.887661903484	851.382239997894	523.699189436991	1092.76893771805	1	1613.90322580645	1	1243.37545665456	588.361048009005	753.319900497009	1	1	176.013722032998	525.992849350491	1	1	1	297.816048017811	327.353768091162	813.489342219085	1	1
ATPAF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	206.217806105453	1	1	1	1	1	1	215.075080768276	1	1	1	105.891087173298	1	826.082508250825	1543.96281343607	2710.97744153715	178.018710904033	1	1	1467.27565982405	1
ATR	1425.56107448993	1	797.757038889425	1	2836.4437853685	785.513862942276	1	737.40051727411	1	1	1	795.627970802753	1	1007.54177317917	819.503472907387	1514.1072843037	439.841561288684	720.55441308192	799.68891997202	1	1339.47885506197	569.181818181818	1213.72548859247	4252.76188949794	840.427047430855	877.370627498801	1397.00463348061	982.271393259095	196.664773008643	1	791.513833992095	1	1	265.310650096051	1	900.271872239188	1755.38596491228	1
ATRAID	1008.83819582777	1	444.111281077434	1	1	1007.2063217937	1	421.554449220995	1	405.298794500339	1	1	1	1276.43724334619	1	1	796.546264760494	758.610344966953	1	546.590797042795	668.574685626083	1	1	544.957728251515	876.718751738735	973.331216750279	1	1	75.5440249342709	689.779476470755	1	1	1	609.649408365158	290.374269476211	393.572569749329	1	1
